district,state,child_stunting_rate,child_wasting_rate,child_underweight_rate,child_anemia_rate,women_anemia_rate,child_diarrhea_rate,child_ari_rate,safe_drinking_water_access,sanitation_access,electricity_access,clean_cooking_fuel_access,iodized_salt_usage,institutional_delivery_rate,full_immunization_rate,health_insurance_coverage,tobacco_use_women,tobacco_use_men,alcohol_use_women,alcohol_use_men,high_blood_sugar_women,high_blood_sugar_men,high_blood_pressure_women,high_blood_pressure_men,female_education_rate,overall_child_health_risk_score,basic_infrastructure_risk_score,lifestyle_disease_risk_score,chronic_disease_risk_score,healthcare_accessibility_score,district_overall_health_risk_score,district_risk_level,district_health_risk_rank,identified_health_risk_factors
khunti,jharkhand,38.5,32.1,44.0,66.9,70.0,11.7,1.9,81.05000000000001,55.2,92.9,18.7,97.4,73.8,71.9,58.2,16.2,57.2,3.8,56.849999999999994,8.6,15.7,11.7,14.2,63.1,39.435,-50.65,33.5125,12.55,67.96666666666665,14.8565,High,13.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gumla,jharkhand,40.2,20.1,38.7,65.8,59.5,5.1,3.0,81.05000000000001,50.1,91.75000000000001,19.1,97.7,83.8,85.3,51.7,14.8,55.5,3.8,53.1,9.0,11.6,15.1,19.9,65.1,35.5,-49.083333333333336,31.8,13.9,73.60000000000001,13.523333333333333,High,22.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
simdega,jharkhand,42.2,21.1,37.0,75.4,70.6,7.3,0.6,81.05000000000001,71.3,91.75000000000001,15.9,98.9,75.7,79.3,60.6,17.6,56.5,3.8,54.1,8.1,9.2,20.9,26.7,68.2,38.425000000000004,-55.08333333333334,33.0,16.225,71.86666666666666,14.198333333333334,High,18.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
pashchimi singhbhum,jharkhand,57.050000000000004,30.5,57.474999999999994,73.3,72.6,10.5,2.7,81.05000000000001,37.7,91.75000000000001,15.5,96.9,67.9,87.0,46.7,19.9,56.4,3.8,56.849999999999994,7.5,11.1,17.8,19.5,58.4,47.03375,-43.75,34.2375,13.975000000000001,67.2,19.706000000000003,High,1.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
saraikela kharsawan,jharkhand,40.0,32.9,48.7,76.1,70.2,9.2,3.2,85.7,60.9,93.5,31.5,96.8,81.8,80.9,63.1,11.2,42.6,3.8,37.3,11.1,15.5,15.6,17.2,64.4,41.915000000000006,-58.36666666666667,23.724999999999998,14.85,75.26666666666667,12.807666666666668,High,33.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
belgaum,karnataka,32.8,23.6,36.9,72.7,52.9,4.7,1.1,94.4,67.7,99.1,74.8,95.2,97.5,81.4,20.7,6.6,28.8,0.5,11.5,12.9,12.2,19.4,22.2,72.4,34.05,-77.96666666666668,11.85,16.674999999999997,66.53333333333333,3.7316666666666616,High,465.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bagalkot,karnataka,48.3,16.9,42.3,63.8,48.0,4.3,3.1,99.2,51.3,98.9,56.6,86.6,95.2,78.6,22.3,10.7,33.7,0.6,14.8,11.8,12.8,19.1,21.0,67.3,36.065000000000005,-68.03333333333333,14.950000000000001,16.175,65.36666666666667,7.044333333333335,High,261.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bijapur,karnataka,45.9,15.0,39.0,65.2,52.9,8.2,1.6,92.5,44.8,97.6,60.6,92.3,91.8,71.1,21.2,10.8,34.6,0.8,15.3,11.6,14.3,20.2,21.0,66.1,35.62499999999999,-64.96666666666667,15.375,16.775,61.36666666666665,7.686666666666664,High,229.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bidar,karnataka,36.8,22.1,36.1,69.3,55.9,9.0,2.4,98.9,56.5,98.8,65.2,97.7,99.0,74.8,21.4,8.5,31.2,0.3,16.6,9.0,12.5,21.2,24.1,68.2,35.055,-72.53333333333335,14.15,16.7,65.06666666666668,5.685333333333331,High,347.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
raichur,karnataka,39.8,23.2,40.7,73.6,60.4,5.2,2.9,94.0,53.0,99.7,64.9,86.6,88.9,80.2,17.8,13.5,28.4,0.9,15.8,8.9,9.2,18.5,16.7,55.3,37.425000000000004,-69.63333333333334,14.65,13.325,62.30000000000001,6.638333333333334,High,288.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
koppal,karnataka,49.1,23.1,45.8,70.7,54.8,7.0,0.0,96.0,58.8,99.2,47.4,86.6,90.7,84.8,20.6,19.9,34.1,1.2,13.0,9.6,14.5,19.5,22.2,63.9,39.39500000000001,-66.4,17.05,16.45,65.36666666666666,9.178000000000004,High,151.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gadag,karnataka,45.2,18.2,39.8,70.3,50.5,10.4,2.3,95.5,55.2,98.6,56.3,86.6,96.2,74.3,28.3,8.5,35.6,0.5,13.7,12.1,13.2,22.1,23.9,73.3,36.864999999999995,-68.0,14.575,17.825,66.26666666666667,7.625999999999998,High,236.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
dharwad,karnataka,45.2,16.5,40.4,67.2,52.1,1.9,0.0,87.9,79.3,99.4,79.1,92.3,99.7,87.6,24.5,6.8,36.8,0.5,15.8,13.8,14.1,26.6,23.7,78.2,35.315,-81.1,14.974999999999998,19.549999999999997,70.60000000000001,4.811,High,404.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
uttara kannada,karnataka,29.6,21.9,33.3,69.0,44.6,5.9,3.0,84.8,89.6,99.1,73.4,94.3,99.3,93.6,32.0,10.5,26.1,0.3,12.3,12.7,13.8,26.9,25.1,81.1,31.380000000000003,-81.6,12.3,19.625,74.96666666666665,2.6170000000000018,High,522.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
haveri,karnataka,29.9,17.7,35.0,66.9,50.8,8.9,1.7,99.1,68.9,99.1,60.7,87.9,97.2,95.7,28.8,9.2,33.1,1.0,12.1,12.7,15.2,21.4,24.4,72.6,31.555,-75.23333333333333,13.85,18.424999999999997,73.9,4.030333333333333,High,447.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bellary,karnataka,36.1,22.9,36.5,67.5,58.1,5.1,1.6,94.7,64.1,98.9,76.2,86.6,95.7,71.5,25.7,8.2,26.2,1.0,14.3,9.2,11.6,21.2,20.9,64.2,34.54,-77.33333333333333,12.425,15.724999999999998,64.3,3.979333333333334,High,452.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
chitradurga,karnataka,36.0,17.9,32.4,61.1,44.6,6.2,2.5,97.8,63.1,99.8,80.6,96.4,98.3,94.6,35.3,14.2,36.9,2.0,21.2,15.1,14.4,29.7,30.6,73.0,31.04,-79.5,18.575,22.45,76.06666666666666,4.721,High,412.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
davanagere,karnataka,38.4,18.8,32.8,70.2,51.7,9.2,3.4,97.5,83.3,98.8,79.1,94.9,98.3,79.4,25.2,8.9,30.0,1.7,14.1,16.1,17.5,24.8,29.5,74.9,34.300000000000004,-85.63333333333333,13.675,21.975,67.63333333333333,3.723333333333338,High,466.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
shimoga,karnataka,29.0,23.2,34.4,68.9,41.9,4.8,3.3,94.6,85.4,99.5,85.7,91.0,99.7,96.1,26.5,11.3,32.0,1.4,18.5,15.3,16.7,27.2,28.7,78.8,31.225,-87.56666666666666,15.799999999999999,21.975,74.10000000000001,2.5316666666666707,High,529.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
udupi,karnataka,23.1,17.6,21.0,58.3,47.3,3.5,1.9,81.5,94.5,99.6,67.8,95.6,98.9,89.9,50.9,7.0,17.4,1.0,15.6,16.7,17.7,31.2,32.5,82.0,25.580000000000005,-80.26666666666667,10.25,24.525000000000002,79.9,1.1336666666666697,High,596.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
chikmagalur,karnataka,27.3,24.9,25.4,53.2,40.8,4.8,0.4,95.7,92.3,99.3,79.0,96.8,98.4,91.0,30.0,10.9,32.3,1.5,23.8,15.6,15.7,29.2,28.7,76.2,26.95,-88.0,17.125,22.3,73.13333333333334,1.065,High,599.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
tumkur,karnataka,40.3,10.9,26.7,67.6,49.3,4.5,1.6,96.2,86.1,99.6,85.3,94.7,100.0,97.7,31.0,9.8,26.7,0.8,18.8,15.4,19.9,27.4,34.0,72.3,31.394999999999996,-88.2,14.024999999999999,24.174999999999997,76.23333333333333,2.557999999999999,High,528.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bangalore urban,karnataka,31.3,19.2,28.1,58.9,35.5,2.2,0.0,99.2,90.4,98.8,97.2,99.4,99.3,78.2,28.8,2.9,20.9,1.1,17.3,19.4,21.3,30.7,33.5,85.7,27.525,-94.60000000000001,10.549999999999999,26.225,68.76666666666667,-0.5550000000000015,Low,665.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mandya,karnataka,24.3,11.8,16.7,58.2,47.0,3.1,2.3,98.4,86.7,98.4,90.5,97.7,99.5,93.9,39.9,5.3,20.1,0.7,19.1,16.1,18.2,30.1,29.8,67.7,24.32,-90.86666666666667,11.3,23.549999999999997,77.76666666666667,-1.4753333333333343,Low,686.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
hassan,karnataka,27.1,15.2,23.8,63.6,42.2,4.0,1.9,96.8,87.9,99.3,86.1,98.5,100.0,96.8,36.9,10.9,29.0,1.0,26.6,16.3,18.7,28.1,29.5,74.4,26.974999999999998,-89.26666666666665,16.875,23.15,77.9,0.9416666666666673,High,607.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
dakshina kannada,karnataka,25.1,30.5,26.4,51.1,38.8,3.9,0.9,88.6,97.1,99.8,82.0,96.9,100.0,86.8,36.3,4.4,15.1,0.6,11.6,15.4,14.8,30.1,29.9,83.9,26.835,-88.23333333333333,7.925000000000001,22.55,74.36666666666667,-0.8176666666666659,Low,672.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kodagu,karnataka,30.4,21.7,22.6,54.4,39.9,5.5,2.5,89.2,93.9,98.7,78.3,98.5,98.4,90.6,45.6,8.7,22.2,2.3,27.9,17.4,19.3,31.5,33.3,83.6,27.195000000000004,-86.13333333333334,15.274999999999999,25.375,78.2,1.7813333333333317,High,559.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mysore,karnataka,27.5,15.6,28.2,57.2,48.0,3.0,1.6,95.4,86.4,99.5,94.7,98.0,100.0,97.2,26.2,6.7,22.7,1.6,22.2,13.8,14.0,25.5,27.4,72.4,27.285,-91.16666666666667,13.299999999999999,20.175,74.46666666666665,-0.6243333333333325,Low,667.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
chamarajanagar,karnataka,32.2,18.0,28.7,68.7,46.3,4.6,3.6,99.9,75.2,98.7,89.0,98.0,100.0,93.3,34.4,2.8,22.4,0.9,20.0,14.1,14.8,28.8,29.9,63.2,30.81,-87.03333333333335,11.525,21.9,75.9,1.60233333333333,High,571.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gulbarga,karnataka,34.5,25.0,36.2,75.1,56.0,9.4,0.8,92.5,36.5,99.4,58.5,92.2,88.7,75.3,17.4,11.0,33.5,0.8,17.0,11.4,15.1,17.0,24.8,65.0,35.69,-61.5,15.575,17.075,60.46666666666667,8.506,High,185.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
yadgir,karnataka,57.050000000000004,17.7,45.2,76.0,57.3,5.1,0.6,95.2,37.4,99.0,48.8,86.6,93.3,82.6,16.7,14.6,31.8,1.1,19.4,7.7,13.1,17.5,18.0,51.9,41.3975,-59.46666666666666,16.724999999999998,14.075,64.19999999999999,10.825666666666669,High,92.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kolar,karnataka,31.1,15.5,15.7,57.9,43.6,3.6,1.5,98.5,89.2,99.5,89.9,94.7,99.6,86.3,33.9,13.0,19.2,0.3,12.8,12.5,15.1,24.3,27.9,71.6,26.009999999999998,-91.53333333333335,11.325,19.95,73.26666666666667,-1.6476666666666677,Low,690.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
chikballapur,karnataka,31.3,16.1,25.2,59.0,45.5,4.3,1.0,98.1,84.9,99.9,89.4,95.0,99.0,76.6,26.1,18.2,20.2,1.2,11.7,11.9,16.5,24.1,32.5,65.9,27.95,-89.8,12.825,21.25,67.23333333333333,0.034999999999998366,Low,640.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bangalore rural,karnataka,36.6,16.2,23.8,60.8,44.2,3.2,0.4,97.9,88.8,99.2,93.6,95.6,100.0,92.7,34.9,13.1,24.8,1.5,17.8,13.6,17.7,26.7,30.8,74.3,29.05,-92.43333333333332,14.3,22.2,75.86666666666666,0.4333333333333371,Medium,628.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ramanagara,karnataka,15.6,20.0,19.8,60.2,45.5,7.2,2.5,98.3,89.6,99.6,92.0,95.7,100.0,100.0,35.7,3.6,25.9,0.5,17.9,18.2,19.6,28.2,29.9,68.8,24.419999999999998,-92.3,11.975,23.974999999999998,78.56666666666666,-1.5020000000000007,Low,688.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kasaragod,kerala,25.3,12.6,21.4,37.75,35.4,1.9,0.3,93.2,98.9,99.5,73.5,99.6,100.0,92.5,44.0,3.5,14.2,0.1,14.9,20.4,22.3,26.1,26.0,90.8,20.8475,-87.53333333333335,8.175,23.700000000000003,78.83333333333333,-2.79266666666667,Low,703.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kannur,kerala,19.4,14.0,17.9,37.75,39.7,0.7,3.3,93.9,99.5,99.7,70.4,99.2,100.0,77.7,47.9,1.7,12.9,0.1,14.1,23.8,25.0,31.0,34.8,96.7,19.667499999999997,-86.93333333333334,7.2,28.65,75.2,-2.3496666666666677,Low,702.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
wayanad,kerala,31.3,16.1,22.5,39.4,27.64999999999999,1.4,1.4,94.1,97.6,97.0,55.7,99.0,100.0,86.4,64.8,10.6,26.0,1.2,23.2,18.3,17.9,28.8,28.3,88.2,22.57,-81.46666666666665,15.25,23.325,83.73333333333333,0.4496666666666682,Medium,626.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kozhikkode,kerala,21.3,14.1,18.9,37.75,29.8,2.3,1.2,93.3,99.6,99.6,73.8,99.8,100.0,88.8,61.1,0.8,11.3,0.0,13.5,22.5,23.9,29.6,28.4,97.7,19.2675,-87.89999999999999,6.4,26.1,83.3,-3.372999999999996,Low,706.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
malappuram,kerala,29.4,18.2,21.4,47.2,34.7,5.5,0.6,97.7,99.9,99.7,59.0,99.4,100.0,80.3,42.8,1.5,12.5,0.2,7.7,21.4,24.0,25.4,27.4,94.9,24.449999999999996,-84.53333333333335,5.475,24.549999999999997,74.36666666666667,-1.1216666666666706,Low,680.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
palakkad,kerala,29.7,21.7,27.7,51.9,49.6,2.7,1.9,94.7,99.0,98.9,67.5,99.7,100.0,51.8,53.8,5.1,22.5,0.4,23.1,24.6,26.3,32.4,35.3,89.6,28.04,-86.06666666666666,12.775,29.65,68.53333333333335,2.4876666666666662,High,531.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
thrissur,kerala,22.0,9.6,17.3,48.7,44.4,8.2,2.3,93.7,99.5,100.0,76.3,99.7,100.0,78.1,48.7,2.3,17.8,0.2,26.2,24.75,27.474999999999998,31.4,36.8,97.8,22.330000000000002,-88.83333333333333,11.625,30.106249999999996,75.60000000000001,-0.48841666666666583,Low,660.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ernakulam,kerala,22.0,17.1,19.4,37.75,31.7,1.8,2.4,98.2,99.3,100.0,88.4,99.3,99.1,82.6,46.2,1.4,15.3,0.5,25.0,24.75,25.5,29.6,30.2,97.2,20.227499999999996,-94.3,10.55,27.512500000000003,75.96666666666665,-3.1564999999999976,Low,705.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
idukki,kerala,24.3,14.5,23.6,37.75,32.0,3.3,5.3,82.3,97.5,99.0,54.3,99.6,100.0,89.6,58.1,3.7,24.8,0.4,24.1,22.8,23.9,34.8,31.8,93.0,21.5125,-77.03333333333335,13.25,28.325,82.56666666666666,1.513333333333331,High,578.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kottayam,kerala,23.4,8.4,17.3,37.75,38.7,10.2,1.2,97.1,98.6,99.6,72.5,97.4,98.7,78.1,53.2,1.7,18.3,0.6,27.4,24.75,27.474999999999998,34.2,38.8,97.9,20.3775,-88.39999999999999,12.0,31.30625,76.66666666666667,-0.8677499999999974,Low,674.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
alappuzha,kerala,20.1,14.4,20.4,37.75,31.9,4.5,2.8,98.4,99.2,99.9,79.2,99.9,99.4,61.9,60.4,1.8,18.3,0.2,29.0,24.75,25.4,32.1,36.2,97.8,19.8275,-91.26666666666667,12.325000000000001,29.612499999999997,73.9,-1.9348333333333336,Low,697.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
pathanamthitta,kerala,22.7,11.4,11.2,44.2,36.4,4.7,3.5,94.1,98.9,99.6,60.1,99.6,99.1,78.1,50.1,1.5,22.3,0.2,23.8,24.75,27.474999999999998,34.849999999999994,41.9,97.7,20.155,-83.36666666666666,11.950000000000001,32.24375,75.76666666666667,0.22741666666667015,Low,632.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kollam,kerala,15.5,21.4,17.0,37.75,36.0,5.5,5.4,95.7,97.5,99.8,80.1,99.0,100.0,85.4,56.0,1.6,21.5,0.2,22.3,24.75,27.474999999999998,32.4,35.3,96.6,19.987499999999997,-90.09999999999998,11.400000000000002,29.981249999999996,80.46666666666667,-1.7487499999999958,Low,693.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
thiruvananthapuram,kerala,19.5,17.4,15.2,37.75,33.0,6.4,4.9,92.9,95.4,99.9,72.2,99.3,99.5,72.8,48.7,0.8,15.0,0.0,15.2,24.75,27.474999999999998,31.4,32.1,94.5,19.857499999999998,-85.83333333333333,7.75,28.93125,73.66666666666667,-1.8874166666666685,Low,696.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
leh,ladakh,24.3,17.2,19.0,95.5,85.25000000000001,10.9,7.8,87.1,42.4,99.8,93.5,99.1,96.4,88.9,16.2,4.4,39.5,3.8,40.6,6.1,6.4,12.8,14.7,66.3,36.22500000000001,-73.33333333333333,22.075,10.0,67.16666666666667,6.238333333333338,High,312.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kargil,ladakh,36.5,17.7,21.8,87.9,85.25000000000001,6.2,2.8,90.2,42.3,99.1,58.1,98.6,93.7,87.5,13.6,1.9,31.9,1.4,6.8,7.3,10.2,18.7,20.1,69.6,37.660000000000004,-62.53333333333333,10.499999999999998,14.075,64.93333333333332,7.472333333333333,High,242.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
lakshadweep,lakshadweep,32.0,17.4,25.8,43.1,27.64999999999999,2.3,1.4,92.9,99.8,99.8,59.4,96.7,99.6,86.1,60.1,17.5,28.5,0.3,0.4,19.5,20.7,24.8,24.7,93.0,24.080000000000002,-83.03333333333333,11.674999999999999,22.425,81.93333333333332,-0.15466666666666384,Low,648.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sheopur,madhya pradesh,45.8,16.2,37.7,71.6,64.9,3.7,0.2,91.1,48.0,98.0,22.9,94.9,84.2,65.8,27.1,13.9,53.4,0.3,12.9,9.6,10.1,19.2,25.7,53.1,37.155,-53.0,20.125,16.15,59.03333333333333,11.517000000000001,High,73.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
morena,madhya pradesh,40.0,10.1,29.6,74.7,67.5,6.7,1.4,97.1,62.7,99.5,32.6,94.0,94.8,69.7,36.3,4.9,39.3,0.2,6.9,11.7,16.8,14.9,19.1,67.0,34.720000000000006,-63.13333333333333,12.825,15.625,66.93333333333334,6.951333333333336,High,266.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bhind,madhya pradesh,32.2,12.4,29.0,75.6,69.9,7.0,0.2,95.5,79.9,98.2,31.0,94.8,93.5,70.7,31.0,5.6,37.9,0.4,6.7,12.7,13.8,15.2,17.0,66.9,33.31,-67.8,12.65,14.675,65.06666666666666,5.229000000000002,High,375.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gwalior,madhya pradesh,40.1,12.4,33.0,78.4,62.5,6.9,0.6,98.6,83.2,99.5,69.8,94.9,94.8,80.5,40.6,4.6,30.2,0.2,11.3,11.1,13.0,19.9,25.1,72.2,35.595,-82.86666666666667,11.575,17.275,71.96666666666667,3.4346666666666654,High,480.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
datia,madhya pradesh,36.8,16.4,29.4,72.8,58.6,5.7,0.4,95.8,66.8,99.8,31.2,91.5,89.4,79.6,30.9,6.7,44.7,0.2,9.4,12.2,14.6,15.3,19.7,67.4,33.459999999999994,-63.599999999999994,15.250000000000002,15.45,66.63333333333334,6.804,High,276.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
shivpuri,madhya pradesh,39.2,18.4,36.1,70.5,51.1,6.8,0.6,86.8,55.5,97.2,32.7,96.2,94.5,63.1,38.9,7.5,43.4,0.2,12.2,10.0,15.1,13.7,15.7,61.4,34.400000000000006,-57.333333333333336,15.825,13.625,65.5,8.183333333333335,High,204.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
tikamgarh,madhya pradesh,27.5,19.7,34.9,67.5,49.1,4.4,0.8,81.05000000000001,56.6,99.7,32.1,96.9,89.8,79.0,40.5,5.6,53.9,0.3,14.4,12.2,14.9,14.4,12.9,66.8,30.619999999999997,-55.583333333333336,18.55,13.6,69.76666666666667,7.561333333333334,High,239.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
chhatarpur,madhya pradesh,45.1,17.5,34.6,87.2,63.5,6.2,4.9,86.5,55.5,96.8,30.1,86.6,85.2,72.9,17.1,10.8,60.5,0.5,17.5,9.0,12.7,17.2,17.5,65.1,39.63,-56.36666666666667,22.325,14.100000000000001,58.400000000000006,11.863666666666669,High,59.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
panna,madhya pradesh,45.1,23.2,39.2,74.5,59.0,7.8,2.1,85.5,43.8,95.8,22.1,86.6,84.0,64.5,12.6,13.6,55.5,0.3,14.1,8.6,12.5,16.1,14.4,63.7,38.7,-49.46666666666667,20.874999999999996,12.9,53.699999999999996,12.341666666666667,High,46.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sagar,madhya pradesh,42.7,15.2,35.8,83.3,49.8,11.2,7.3,86.7,68.8,98.6,32.7,92.2,86.9,75.9,27.5,10.6,51.6,0.3,15.7,7.0,10.6,25.3,26.4,76.4,37.64999999999999,-61.73333333333333,19.55,17.325,63.43333333333334,10.088333333333331,High,116.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
damoh,madhya pradesh,40.3,16.2,32.3,76.3,48.1,10.5,4.1,81.05000000000001,40.6,97.3,28.1,87.0,85.0,60.8,21.6,16.1,55.4,0.1,15.2,8.5,10.0,22.6,21.4,70.3,35.06499999999999,-48.916666666666664,21.7,15.625,55.800000000000004,11.707666666666663,High,66.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
satna,madhya pradesh,49.4,16.8,31.2,81.8,57.3,4.0,5.2,92.7,55.4,97.8,35.2,93.3,85.5,76.3,22.0,6.3,55.9,0.1,21.7,10.4,15.1,16.2,16.3,71.9,38.47,-60.1,20.999999999999996,14.5,61.26666666666667,10.467999999999998,High,102.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
rewa,madhya pradesh,37.0,18.7,31.5,78.0,61.7,12.0,2.8,82.1,46.1,96.5,21.4,92.1,80.4,70.3,29.4,7.6,55.3,0.6,17.6,12.4,14.4,17.6,20.1,65.2,36.13,-48.86666666666667,20.275,16.125,60.03333333333333,11.958666666666668,High,56.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
umaria,madhya pradesh,45.3,15.5,36.6,71.5,51.5,4.4,3.2,81.05000000000001,53.7,98.2,26.9,92.2,92.2,90.6,19.9,13.9,59.1,2.0,29.8,9.4,13.1,20.9,22.1,68.0,35.775,-52.88333333333333,26.2,16.375,67.56666666666668,12.248333333333333,High,49.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
neemuch,madhya pradesh,33.0,13.1,27.7,77.2,50.3,4.8,0.9,91.7,68.9,99.6,52.4,99.6,97.5,88.7,43.3,3.0,31.1,0.4,9.1,9.8,10.0,26.0,28.5,64.1,31.55,-70.00000000000001,10.9,18.575,76.5,4.514999999999997,High,421.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mandsaur,madhya pradesh,30.9,13.1,22.9,65.4,56.7,2.9,1.4,81.05000000000001,65.4,99.9,45.6,99.3,99.4,75.1,48.4,2.3,35.3,0.3,11.3,10.2,11.6,29.6,36.2,63.1,29.035000000000004,-63.01666666666667,12.299999999999997,21.9,74.3,5.850666666666667,High,342.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ratlam,madhya pradesh,29.0,16.2,28.6,74.0,59.5,9.3,3.3,91.0,69.4,99.0,53.1,98.8,95.2,93.0,37.9,3.9,33.9,0.2,15.6,7.9,9.7,21.3,24.0,66.2,32.28,-70.16666666666667,13.4,15.725000000000001,75.36666666666666,4.703666666666667,High,413.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ujjain,madhya pradesh,34.7,29.8,36.2,81.6,54.5,7.4,7.7,94.7,72.8,99.3,60.7,98.7,97.1,93.7,35.7,4.7,38.1,0.8,15.7,8.2,10.8,23.3,25.0,68.9,37.775000000000006,-75.06666666666666,14.825,16.825,75.5,6.426666666666669,High,304.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
dewas,madhya pradesh,36.8,20.4,30.7,79.4,51.3,8.5,4.7,93.6,69.6,99.6,51.0,99.1,92.2,87.1,35.1,7.3,42.1,0.5,15.4,7.9,9.3,24.4,28.6,68.6,35.225,-70.39999999999999,16.325,17.55,71.46666666666667,6.785000000000004,High,278.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
dhar,madhya pradesh,28.8,29.5,35.9,65.0,50.2,5.5,2.9,89.2,61.9,97.6,44.8,97.4,95.5,75.4,30.3,7.4,44.1,3.8,25.7,9.7,10.5,19.9,19.8,59.5,32.62,-64.3,20.25,14.975,67.06666666666668,7.2330000000000005,High,255.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
indore,madhya pradesh,28.7,21.2,24.9,78.8,48.1,5.2,3.9,98.9,90.0,100.0,86.9,98.3,96.5,84.6,40.3,4.6,36.3,0.2,14.4,9.9,10.5,20.7,21.3,78.0,31.63,-90.93333333333334,13.875,15.600000000000001,73.8,0.3603333333333345,Medium,630.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
khargone,madhya pradesh,31.4,27.4,44.0,71.5,50.1,5.4,0.9,97.0,73.8,98.8,61.6,97.2,92.8,77.4,43.7,8.5,43.0,1.1,16.6,8.9,9.4,21.2,24.9,62.1,34.925,-76.46666666666667,17.299999999999997,16.1,71.3,5.356666666666664,High,365.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
